日期,评论,评分
2018-09-27,中秋节，买的下午场门票。12点从南门即午门(电子票的唯一入口)进入，无排队，刷身份证过闸。悠游自在，参观，拍照，休息，逛纪念品商店，下午5点出来(关门时间)。感觉很轻松，玩的很充分。4点以后，游人所剩不多，拍大殿(乾清宫，太和殿等)已几乎成了专场。夕阳西下，尤其美好。,5
2018-09-25,值中秋佳节，从时间上安排比较合理，下午去了一趟故宫，其实有很多次去的机会，但一直没有进去，进去之后被这变强大的古建筑群震撼了，如此之大，如此保存最完好，如此建筑风水布局之讲究，值得尊重怀念古人的智慧，点赞,5
2018-09-24,因为对故宫文化很感兴趣，所以日积月累已经知道了很多故宫的小故事，所以这一次没有请导游，按照自己的计划和兴趣，逛了整整一天，故宫之大，文化之深，可不是一两天都能读懂了，希望将来还能有机会来，这次错过了钟表馆的表演，长春宫也因关闭没能进去参观，冷宫因为时间关系没能去看看，中午在冰窖用餐，可惜有团队，我们只能坐在外面吃的，北京旅游景点的门票、用餐都在合理范围，大赞,5
2018-09-22,这边专门带父母去北京看他们心心念念的北京天安门、毛主席纪念堂、故宫。去北京好多天前，他们就天天催我到网上把故宫门票买了，说是限人流，我就提前好多天给他们把票预定好了，让他们放心。看到这么宏伟的故宫，他们不住地感叹。还有就是，去故宫玩，不要担心没有午餐，里面有很多很多家卖米饭套餐的，29元一份，一荤一素，味道还不错，大可不必带一大堆食物。,5
2018-09-20,建议大家买门票+珍宝馆+钟表馆，再花20元租个讲解器，也不需要押金，出门记得还就好。第二次去了，这一次听着讲解器里讲的故事，心里更加震撼了。故宫里面会有志愿者的免费讲解，看好时间表，听着阿姨叔叔北京味的故事，也挺有趣的。记得带点食物带点水，去之前做点攻略，看看自己想走哪些宫殿，里面真的很大，需要好好观赏。,5
2018-09-19,初见故宫，就给人一种气势磅礴的感觉，各种建筑都很有特色，受到甄嬛传和延禧攻略的影响，特地去了东六宫和西六宫转转，可惜延禧宫被弄成了西洋烂尾楼，太可惜了。故宫珍宝馆和钟表馆需要另外买门票，各10元。我对钟表不感兴趣，但珍宝馆一定要去看一看，九龙壁就在那里而且展出的宝物不错，其中有颗75克拉的蓝宝石很漂亮。珍宝馆边上有清明上河图的展馆，可惜要在网上提前预约，不让进。,5
2018-09-19,故宫8点半开门，我们是9点左右到，先天安门过安检，故宫人还是挺多的，自由行租了电子讲解器，听的不是很清楚而且一直戴着也不方便，好处是讲解器带地图。故宫的大殿都不能进去，很多地方都围起来了，按中轴线到乾清宫然后去九龙壁珍宝馆，赶上11点的钟表馆表演，两个馆值得参观但人太多了。然后在故宫餐厅吃饭，性价比高，好吃干净，属于景点中的良心餐馆了。下午走了后宫，特别推荐逛一下故宫文创店，伴手礼首选，精致还不贵，当时没怎么买结果后面几天后悔了因为其他景点的纪念品真的是劣质还贵。总而言之，除了人多没啥缺点。,5
2018-09-18,有种激动，面对北京的故宫，一座中国古代历史的圣地，就在眼前，小时候的幻想终于今天看到了，真的没有让我失望，很威严很庄严！,5
2018-09-17,若想等到秋意阑珊，总需要一个不紧不慢的过程，“夏”已雄踞月余，断然不能不辞而别。处暑过后的第二天，北京城的炎热往往只是改头换面，降低湿度，放过城市中的居民一马，至于关乎太阳温度的变化，似乎没有拍拍屁股走人的意思。,5
2018-09-13,人很多，很多外国人。建筑大气庄严古朴不必细说了，包含很多世界之最。场地大，全走下来挺累的，一般都是选路线走。电子导游器建议租一个，能更好的体会文化底蕴。钟表馆与珍宝馆值得看，才10元，来一趟，就便就看了，这俩馆基本挨着，也算在游玩必经路上。尤其钟表馆，纯机械设备能造的特别精巧，各种机关，让人惊叹。有些馆不开或围起来只让远观，有点影响参观体验。总体来说值得去看看。对了，偶遇宫廷御猫，乖乖让拍照，一点不怕人。,5
2018-09-12,故宫尿膀曾多次进去参观，但是因为都是跟团，所以都没有机会仔细去看，这次自己去参观真是太好了，其实故宫门票价格比较起来真是不算贵，而且人少也可以租语音讲解，当然如果可以找一位导游陪同参观就更好了，因为毕竟人文景观，还是应该听一听历史和故事的，我因为带孩子不方便所以没有找导游，但是这我在路上听到一个年龄比较大的讲解员，实在讲的太好了。以后有机会还要来看，因为一次真是看不完。建议进去一定要看看珍宝馆和钟表馆，里面的展品真是很涨见识。,5
2018-09-11,上一次去故宫，还是20年前的事，去的那天天气特别好，红墙金瓦配蓝天白云，第一次感觉紫禁城美得那么真实。故宫的文创搞得也有声有色，冰窖的咖啡和红丝绒蛋糕都很不错，感觉比如今人满为患的星爸爸好喝！下午去的，人相对没那么多，手机支付马上就确认了，刷身份证直接进院。由于沉浸在每一个建筑不同角落不同角度的美，把时间给忘却了，东西六宫都没能走遍，建议下午去的朋友注意时间，毕竟皇家园林的规模不同于小的园林，细细走来真的要花上很多时间,5
2018-09-11,"刷过两次，每次都叹为观止，最爱的博物馆，没有之一。
北京故宫博物院建立于1925年10月10日，位于北京故宫紫禁城内。是在明朝、清朝两代皇宫及其收藏的基础上建立起来的中国综合性博物馆，也是中国最大的古代文化艺术博物馆。",5
2018-09-11,出门有点迟，早餐还没来得及吃就赶来了，来到9点多了，直奔主宫刚好赶着逛完就12点了！里面1笼小笼包15元，肚量大的最好在外面先吃了再进去。。。。矿泉水4元-6元一瓶，能接受！前门进，后门出。还有很多景点是还没逛的，下次来北京还会再去的！下次去记得带水就好！人太多，拍照是要挤的！,5
2018-09-09,带着父母来玩的，父母玩的很高兴，觉得非常值！看过了故宫之后，总感觉其他地方不过尔尔，故宫的气势磅礴，古人的智慧超群，让人无比惊叹！建议一定要在门口租一个语音讲解器，20一位无押金，这样能帮助我们更好的了解故宫，了解中国古代的辉煌历史！故宫若是要正八经的游览下来，带着老人再听语音讲解需要六个小时，从神武门出来，2元钱入景山公园，俯瞰故宫，真是无与伦比的美丽！,5
2018-09-08,感受历史文化。古代人真的很可不起！叹为观止，结构很明确，排列有序，导游讲解的很细致，门票也不贵，而且安全措施做的很到位，,5
2018-09-06,故宫很大，我由于时间原因就逛了两个多小时，从午门进去先有三大殿，气势磅礴，修建的非常大气，走进去太和门，太和殿，保和殿，再进去是乾清门，乾清宫，坤宁宫，这是前朝办公的一部分，再里面就是御花园和左右东西六宫了，有些在修建，去了储秀宫，太极殿，永寿宫，翊坤宫，延禧宫，承乾宫，其他的好像都在修葺，逛下来两个多小时，从北门神武门出，故宫挺值得一逛，满足了我的好奇心和对宫斗剧里的向往，哈哈,5
2018-09-05,北京之行必去景点—故宫、旧称为紫禁城、明清两代皇家宫殿、于明永乐十八年（1420年）建成，位于北京中轴线市中心、占地面积72万平方米、午门进、神武门出、内以太和、中和、保和三大殿为中心、后为乾清宫.交泰殿.坤宁宫为中心，左右为东、西六宫，最后为御花园、是中国现今保存最完整、规模最宏伟的古代建筑、被誉为世界五大宫之首[偷笑][强][强][强],5
2018-09-02,切记切记切记提前一天携程上订门票！！！原本计划下午去逛故宫，结果一点半跑过去当天的八万张门票已售罄，只得改变计划，搞得老妈最想去看看的颐和园只逛了两个小时。去北京不管怎样故宫还是要看看的，携程订好票后直接刷身份证进去，但真正体会到小伙伴不建议上午去故宫的理由了，人非常多，每到一个地方都有工作人员大喇叭吼：不要停留往前走！有了经验，下次选下午晚点过去，气氛更好。总之也是不虚此行了。,3
2018-08-28,故宫的整个建筑金碧辉煌，庄严绚丽，是世界上最大的木质结构宫殿。 建于明代，用于明清两代，更感叹满人对汉族文化的尊重和传统。 里面的珍宝收藏很多。 中华民族文化的结晶。现代旅游开发造成故宫几乎每天是人山人海，但是来到北京还是必去之地！,5
2018-08-19,暑期去旅游，人太多，光看到人头与大殿外景，适合拍照的地方全是人，去的时候许多大殿及有名的角楼都在维修，想看的珍宝馆有名的三件宝物（田黄印章、象牙席、还有一个不记得了，都是听导游说的）没有展出，很遗憾。最后说一说去故宫不管是网上订票还是现场购票都要早去，我们16号10点到故宫就没票了，连17号的票都卖光了，第二天参了一个故宫半日游的团才进去。,3
2018-08-19,现在是北京旅游旺季，故宫的门票数量有限定，当场很难买到，都需要提前网上预约购票。这次带父母和孩子一起游玩的，行程安排比较轻松，故宫里面还是挺大挺雄伟的，从上朝的大殿到后宫的三宫六院可以细细参观，典故也不少，还是值得一去的。,5
2018-08-17,故宫博物院很恢宏，一天的时间游玩还是感到紧张，钟表馆和珍宝馆虽然要另外购票，但值得一看。当然时间也要占用一些。两朝皇宫，富聚了中国宫殿建筑之精髓，也体现了至高无上的权威。有点可惜的是大部份宫殿只能外观而不能内探，难以进一步了解。,5
2018-08-14,很漂亮，很霸气，不过天宫不做美，要下雨，阴沉沉的，而且很大的故宫，绕来绕去总是到原地，哎，苦了我这个路痴 一路导航，养心殿关了，没有看到皇上办公的地方很可惜，漱芳斋也没开，但是看到了坤宁宫和寿康宫，有的地方刷了油漆，有的还是原来的样子，反正这个景点必去，性价比很高!赞一个!,5
2018-08-09,饱览过故宫春秋的景色，如今在夏日里的清晨又恰逢雨中的故宫，往日琉璃金瓦朱墙玉石泛出的明亮秀丽和金碧辉煌也随着黑云压城的变迁和着这场滂沱的大雨静静褪去，随之而来的是庄严肃穆和淡雅清新。深宫高墙里，再多的喧嚣也在雨里浸透沉默，虽说是皇家风范，却也没遮没了那日升月落草长莺飞，雨水冲刷的是深深庭院的浮华和尘埃，也洗尽了昔日凤舞龙吟的重檐翠瓦，千声万叹皆唏嘘，两朝残阙如水流……乌云暴雨下的紫禁城真是让人禁不住感慨。,5
2018-07-27,到北京就一定得去天安门故宫，前一天在携程上购买了门票，18岁以内的孩子买的学生票，20元一张，排队过安检，直接身份证刷票进，故宫太大了，我们也是走走歇歇，中线，东线，花10元买了张珍宝馆的门票，欣赏里面的奇珍异宝，细看最起码得大半天！,5
2018-07-25,带着孩子去北京，故宫还是一定要去一下的，去看看古老的皇城。最好的交通还是地铁，做地铁到天安门东站下，出站后右转，就可以看到去故宫的在排队了，人真的很多。进去之前是需要安检的，然后还要看一下身份证。过了后，还是要走很多路的，要走过天安门，一直往前走才是故宫,5
2018-07-15,垃圾！买票要注意否则很痛苦！行程安排：7月13号夜里11点到北京，14号上午准备去故宫出租司机说得在网上购票，4个大人没有订成功小孩的票订成功了，只有把小孩的票也退了，只好买15号的票大人的票买成功了可是小孩的票死活买不了，决定不去了。,1
2018-07-13,慈禧太后御笔匾额经常钤用的巨玺有两枚，一枚是“数点梅花天地新”，另一枚是“和平仁厚与天地同意”，一般与“慈禧太后御笔之宝”相配，三方一组，并排而用。在故宫博物院宁寿宫区的皇极殿和慈宁宫区的慈宁宫都可以看到慈禧太后亲自书写的匾额。,5
2018-07-10,每个人都会去的故宫，重要的事情说三遍，一定要在网上定门票，不然很有可能进不去，携程上订票，方便，只是里面人头攒动，大部分场馆都关闭了，和10年前比，真的是看不到什么东西了，建议大家去恭王府旅游吧，里面有很多珍宝，可以近距离观看,5
2018-07-06,自己去的，偷偷的跟着旅游团听讲解我建议自己去的一定要停下来听听导游们的讲解，这样更好的了解故宫。珍妃井没看见，故宫玩一圈出来是景山公园。两块钱门票，再看一看还是不错的。然后去的鸟巢，这一天过得十分充实，鸟巢建议夏天黑天再去。很漂亮，白天没啥看的？,5
2018-07-02,在故宫建筑中，不同形式的屋顶就有10种以上。以三大殿为例，屋顶各不相同。故宫建筑屋顶满铺各色琉璃瓦件。主要殿座以黄色为主。绿色用于皇子居住区的建筑。其它蓝、紫、黑、翠以及孔雀绿、宝石蓝等五色缤纷的琉璃，多用在花园或琉璃壁上。,5
2018-05-31,在几个app对比了一下，说句实话，这个团性价比比较高的。因为故宫特别大，跟着导游走，基本上电视上看见的和没看见的宫殿都去看了，最震撼的还是太和殿，中和殿，保和殿！导游讲的很细致，再现了曾经的历史风云，而且随行跟拍的基本上把里面的照片都拍到了！我是挺满意的,5
2018-05-31,"前往故宫，是今年的51，准确说是430，故宫给我的第一感觉就是“大”，因为去之前没有深入的去了解故宫，错过的信息量很大，有导游，不过中途就没跟导游走，要走完故宫还要用累形容，建议去的时候最好气温低一点，不然真热的你怀疑人生，后面从故宫回来后，看了百家讲坛，从剑楼开始到神武门结束，八十多集，非常之长......去过一次后，实在是被先辈的智慧震撼到，所以就默默看完了，嘿嘿。
故宫是永乐1420年建成的，2020年就是建成后600年了，一定还要去一次，有导游的一定要跟着导游，会讲很多有趣的事儿，自己去的，建议看下我说的百家讲坛，还有就是，一定要好好走一走，真的震撼，去而不悔，欲在复。(•̀⌄•́)",5
2018-05-30,国宝级的艺术殿堂，故宫一天，行色匆匆，真的没有走便这里，中国最让我留恋的地方有两处，一处故宫，一处莫高窟，有故事的地方。,5
2018-05-30,真是一生难忘的记忆呀，来到天子的脚下，感觉很震撼的，如果想多拍点美照，一定要早点去呀，不过去早了也是挺多的人呢，一天时间都走不完的，真心有点累，不过真是值得的，已经有几百年历史了，真是祖国的大好河山，带家人来是最好不过的，可以一起探索美好的历史足迹。,5
2018-05-29,夜晚的故宫有一种很孤独和寂静的威严，即使不开门营业，但午门角楼没有什么霓虹灯光的效果依旧非常让人喜欢。站在午门前看着对面的景山，俯瞰城楼还是会让人感觉端庄肃穆。故宫博物院几个大字赫赫在目前，让人感觉自己很渺小,5
2018-05-27,去过北京！如果没去故宫那是一种遗憾！皇家宫殿的震撼让我毕生难忘，一红二黄三绿四黑无不凸显出皇权的浩荡，作为炎黄子孙走近紫荆城去感受600年的历史足迹。故宫真的很壮观，很值得一去，如果想拍景色，就记住三点，早去，早去，还是早去，我差不多7点半去天安门广场，人已经很多了，排在最前面，放开以后进去先把景色拍完，然后慢慢参观，不然你的照片里全部都是游客。希望有机会带上家人再去体验一下,5
2018-05-25,"第一去北京印象玩极差极差，满大街的黑车出租车，我们去指定景点玩，尽然吹牛说关园封园,要我们去他指定地点玩，我们不肯去尽然把我们赶下车去，人生地不熟的流浪街头.....，真的五味杂陈不知道怎么办，这是我们可爱可敬的北京首都，北京人太让人失望，北京首都再也不",1
2018-05-25,从来没来过这么差的景点。现在在北京市内还不算热 但是故宫比市内要高3-5度，人又很多很不舒服 很多殿都拦着了不可以参观。最最让人不满的是参观到一半 说外国领导人要来 就清场了，把游客都赶到了御花园也不让出去。花钱进来的，不让参观也就算了，连出去都不让，建议带孩子的游客真的别来，太遭罪了，目前参观过的最差景点，没有之一。,1
2018-05-18,我是第三次去故宫了，前两次是跟团，这次是自己带两位爸爸自行游去的。之前已经在故宫博物院的官网内打印出游览图，给两位老人买了那种他们故宫里的电子讲解器（很方便，到了景区内的景点它就会自动讲解），我自己用的是携程网买的自动讲解。所以我们三个游览起来很轻松很自在！走累了就休息，吃东西啥的。珍宝馆、养性殿、武英殿，都很值得去看，人还很少。可以看到故宫博物院的收藏的真品！真是大开眼界！建议带够水和吃的，因为就算早上一开馆就开始游览，中午还是出不去的。,5
2018-05-07,故宫皇城，有历史的厚重感。虽然人很多，但是是值得去的。进去租个讲解器吧。听听讲解。珍宝宫一定要去见识一下的，虽然要再花钱买门票，但是你能看到各种黄金珠宝，是除了各个宫殿之外的一大看点了。走的时候，不要太快，慢慢听讲解。,5
2018-04-30,东西线都走到了，中路人太多，基本都是绕着走，但主建筑也都看到了，租讲解器还是有必要的，边走边听，感觉没那么累。珍宝馆有必要进去，能近距离看到一些宫的内部。要说一下，故宫里一些叫得上名字的宫殿都无法进到正殿里仔细看建筑的内部结构，感觉有些遗憾。,5
2018-04-29,大学的第一个假期决定献给帝都，和大多数小伙伴一样，旅行第一站选在了故宫，可没选对时间，那天应该属于北京最冷的几天之一吧，冷风嗖嗖刮，都没心思好好看那些建筑。不过如图所示，来天安门拍照的国内外友人还是络绎不绝。让我有点失落的是她真的成了个“景点”，没有想象中紫荆城的威严，景点该有的她都有（你懂的）。带着历史的厚度去感受她会减少你对她的失望。当然，选个好天气同样重要。,3
2018-04-16,"我觉得至少要去上两次，春季一次，冬季故宫铺上一层白雪时再去一次。
或者不管季节，因为故宫太大了。
记住，一定要请导游! 好的导游会让你仿佛置身清宫戏。
至少也租个讲解机。
故宫，不仅有外观更有内容。
多摸摸那些铜像碧瓦，沾点皇家贵气，不枉白来一趟哈哈。",5
2018-04-01,来北京一定要去故宫，记得早起，九点之前到，人不多，拍照比较方便。记得网上提前预约门票，现在故宫不售票了，刷身份证。所以出行前做好功课。建议去北京前，选个天气好的时段去。这次去北京，就前两天天气不错，之后就是雾霾＋沙尘暴，记得戴口罩！！还有每年11月至次年3月底为旅游淡季人不多，三月底去北京价格还是挺美丽的。,5
2018-03-28,讲真的，故宫真的太大了……腿都快走断了，之前听别人说故宫里面没吃的，其实很多快餐店早点店的，只是略贵些……钟表馆和珍宝馆是分别另收十块钱买票的，喜欢历史文物的可以去看看。去故宫可以登故宫官网买票我来的时候是淡季40块，买好了直接刷身份证就可以进了，安检很严火机什么的就不要带了。,4
2018-03-19,我是正月初七到的故宫，我们一行共有6人，从天安门广场的地下通道出来游客就特别多，再往里走到午门的时候就是人山人海了，我们排了好长时间的队才进去了，进到故宫里面更是拥挤，想看个珍宝馆太费劲了，前面总有几圈人在围着，我们相跟的6个人眨眼间就找不到彼此了，然后一天都没逛完故宫，最后清场就出去了。总的感觉不好，太挤了，以后再出来玩一定要错开高峰期,3
2018-03-17,"雪中看故宫
故宫中看雪

这么宏伟壮丽的紫禁城
里面的每一间宫殿
每一道宫墙
每一块砖都有着浓厚的历史故事
在雪中我一手抱着二宝一手拍照
全程走马观花似得 没能驻足细细参观...
等着下一次吧
下次有时间一定要再来一次...",5
2018-03-13,故宫御花园里有很多值得欣赏的奇石，在天一门外东侧有这么一块石头，咋一看，就是一堆海参嘛！再细看，原来是一块石头，就是太像海参，甚至连海参身上的肉刺和肉质的感觉都有。而它又是大自然的鬼斧神工天然形成的，这就是海参石！,5
2018-03-12,天安门，故宫，长城，一生必去的景点，值得一看。旅游淡季，整体人不多，中轴线上人稍多，东西宫人很少。大殿只能门口看看，东西宫有些是可以进去的，里面有展览，传说中的御花园很小。钟表馆附近的餐厅很贵很难吃。,5
2018-03-10,携程上提前一天预约下午门票，就是提醒一下大家一定要从故宫南门，这就是午门进，然后北门出，我们就是先去了北门，然后又是观光车又是电瓶车的赶在三点之前到了南门，现在淡季人不多，也不用排队，安检一下就进去了，如果全部都转完故宫估计要两个小时，我们顺着太庙，乾清宫，走到御花园，走的比较快，大概一个小时,5
2018-03-03,作为国人似乎应该都要来一趟故宫。它是中华古代文明标志之一。七年前已经来过一次，但是在暑期旺季来的，游客太多人挤人，照片里全是人脑壳。这次晴朗冬天早早来排队。果然拍到了大量较满意的效果照片，京城空气质量已大大改善，蓝天阳光下故宫美轮美奂不失威严。 故宫又开放了不少以前未对外开放的偏殿，而且不须现场排队购票，网上购票现场刷身份证进宫即可，较之以往效率大提升，太方便了。,5
2018-03-02,故宫博物院是到北京必去景点之一，去看看当年皇帝住的地方，感受一下浓厚的历史文化，不过最好等天气好的时候去，给大家说一下，天安门升国旗，登天安门城楼，故宫可以放在一起，早上看完升国旗（先在网上看好升国旗的时间，然后提前去排队，现在不能去到广场里面看了，都是有一定距离观看，所以视力不好的人提前做好准备，仪仗队出来的时候还是比较震撼，主要是那个步伐比较整齐划一，很远都能听到，我们是淡季去的，所以在第一排），去附近的南池子吃个早餐（早餐比较贵，我们三个人63，就是包子稀饭和煎饼，不过在天安门附近，也正常，你也可以自己带吃的，只是冬天的话吃点热的舒服点，夏天完全可以自己带点早餐），然后回来登城门（登天安门城楼记得必须存包，不能带包上去！），下来直接就可以进入故宫博物院啦（故宫的门票记得在网上先预订好，故宫博物院有官网可以预订，入园前还可以退票，到时候刷身份证就直接入院了！），故宫比较大，不过开放的只有那么多，我建议安排两个小时差不多了，里面的珍宝馆和钟表馆还是建议去看看的，很有意义，所以在官网上订票的时候一定要订联票，切记！60岁以上和儿童是半票，以身份证为准！北京所有景点门票非常便宜！建议大家把这个行程安排在旅行中间，不要带太多东西去，背一个包足矣，千万别拉行李箱，北京大部分景点都要安检，而且你东西太多会很累的。,5
2018-02-25,带老爸老妈去的，总体还不错吧，那天天气也很不错，蓝天白云加上古老的建筑，看上去景色很美丽。由于老人腿脚不太好，没观赏完。,5
2018-02-23,今天是节后上班第一天，所以故宫的游人不是很多，一大早8点到故宫门口排队，所以进入珍宝馆和钟表馆时游客还不多，孩子们可以近距离观看这些国家宝藏。11点多在故宫餐厅吃饭，有座位，点餐上菜都很快。下午2点从东华门出来，回家还睡了个午觉。总之，今天的故宫半日游很舒服。,5
2018-02-23,"很久没有来故宫了！为次看到新增了不少讲解设施。人还是一如既往的多，可能是寒假还没结束，有不少学生在参观。
看着雄伟的古建筑和做工精细的珍宝，感慨于中国以往的繁荣昌盛，虽然在工业革命时落后了，但我们现在又站在了世界的潮头。",5
2018-02-22,天安门 故宫就是麻烦的很，安检要过好几次，并且基本上所有的路都是单行道，从这里进去要从另外的门出去，出去之后就不能再进来，但是皇家建筑还是很值得看一看的，还行吧，春节人很多，不过没早上六七点看天安门升旗多，升旗是真的好几万人吧，密密麻麻简直可怕,5
2018-02-19,"故宫博物院本身肯定是值得一看的。但是故宫的服务实在是无法接受。去的时候是农历新年假期，一大早已经很多人了……建议大家还是避开假期去。
故宫博物院作为国家级的博物馆，到博物馆租讲解器听讲解，应该是大众旅游者最常用的方式吧。咱们去了不少博物馆，故宫博物院的讲解器是最最糟糕的，简直毁了故宫形象。
先说说服务员的态度吧。我们去租的时候，三个讲解器60元，身上没散钱，给一张百元钞，服务员说没得找，于是我跟老公站在一旁，费了好大劲（期间还尝试过扫码微信付款，无赖信号不好，总是刷不出来）把所有包包都找个遍，终于凑足了六十元，其中有四个一元硬币，六张一元纸币和五十元一张。令人不可思议的是，服务员说，“我最讨厌钢镚儿了……，你给我一百吧……”我说“刚刚你不是说没有钱找吗？”人家说我有钱找了……” 如果不是后面还排着长长的队伍，我必然要投诉这位服务员。
再说这个辛苦租到的讲解器，简直就是废物！讲解器是通过无线感应自动播放的。但事实是，高科技的名堂下实际令人烦恼的一无用处，到了一个地方，讲解器要不就是调不出讲解，要不就是不停的重复：观众朋友们… 要不就是讲解一半就没了……还有在钟表馆听到的是陶瓷展出的讲解。而且你没法控制那个讲解器 最终会发现没有讲解器更舒心。我们的讲解器最后是都放口袋里了……但是质量差的讲解器上有一个铁钩，把孩子衣服的口袋都勾破了……
亲们去故宫博物馆千万不要租讲解器。今天还看到点评说请讲解员讲解也不行，讲得很简单……看博物馆没有讲解，那是浪费时间。还不如别去了！当然需要到此一游的除外",2
2018-02-09,故宫是北京必去景点 人真的非常非常多 大部分是旅行团的人 门票学生票是20/人 因为没有跟团 所以就租了一个讲解器 （有钱的话请个讲解员效果更佳 故宫非常大 里面有吃东西的地方 不过比较贵 所以建议大家带点吃的进去 非常值得一去的地方 希望大家不要错过,5
2018-02-02,故宫现在已经全面取消纸质门票了，需要至少提早一天在网上预订好上午场还是下午场的门票，在午门安检处刷身份证就可验票进入故宫。故宫还是很美的，很有皇家气派，这种建筑的魄力是与生俱来的，真的让人折服。汉白玉的石阶、朱红色的宫墙、金灿灿的屋脊，故宫的建筑色彩搭配极为丰富，古代工匠的技艺由此可见一般。故宫真的值得一去。,5
2017-12-12,听故宫是去北京必游的地方，如果大家有时间可以，有一天的时间好好在里面玩儿，里面可玩的地方很多，看一看皇家的园林，皇上以前上朝的地方，所有的地方都透着贵族的气质。里面可仔细品味的东西还是很多的，如果说有条件的话，可以请个导游，讲一下里面的里面的故事。前提是一定要在人少，或者说，你的脚力比较好的情况下。去玩之前请尽量早点去，多备点干粮。毕竟以前是，皇室才能待的地方，现在我们平民老百姓都可以进去参观了。,5
2017-11-26,整体还是不错，就是后面整体在看古建筑，走到后面会有点无聊，珍宝馆和钟表馆要单独买门票(一人10块)珍宝管比较好玩，纪念品感觉就纪念币有点纪念意义，其他感觉要不是地摊货，要不就是非土豪不得入内，整体说来一般，但是来趟北京不去故宫一趟，那不白来了么。,4
2017-10-22,故宫第二次去，这次是带爷爷奶奶去，提前在网上订了票，非常的方便，直接刷身份证入园，不用排队买票，我们是10月2日（星期一）去的，故宫除法定节假日和寒暑假外，全年周一闭馆，而且故宫是全网联售，分上下午场，而且也有老年票售，很棒！点赞，携程还有一个可以退改签，买票无忧,5
2017-10-13,紫禁城，北京旅行必去景点，淡季人也很多，现在实行网络购票刷身份证，非常方便。深度游一天玩不过来，历史底蕴所在，大气磅礴。,5
2017-10-08,粗略地感受了一下，故宫充满历史厚重感，尽显王者风范，充分体现了中国特色的建筑风格和艺术，充分展现了中华民族的智慧和勤劳。,5
2017-10-06,看完升旗后直奔故宫博物院，七点半左右就放行了，不用排长队，安检也快，大部队未进入前随便怎么拍，空旷的很！不要跟着人群走中轴线，走过太和殿后可以从北逛到南，最后上城墙看角楼从东华门出，当然前提是要有一天的时间。,5
2017-09-03,一辈子总得去一趟北京，而到北京看升旗逛皇城又是必要项目，大皇城可以说是北京市，景点众多，小皇城就是故宫了，千古皇城绝不是虚名，40块的门票也比全国绝大多数所谓著名景区性价比要高多了,5
2017-08-24,珍宝馆需要额外花10元钱，但很值得去，好多宝贝，金光灿烂的，故宫很大，一般是逛不完的，提前攻略一下，挑一些感兴趣的宫，看一看，总的来说，很累,5
2017-08-19,很赞。 中国最好的博物院。一年最少去一次。,5
2017-08-18,21000步，是连日来最少的一天，玩得却很是尽兴:1、网购票刷身份证，进门不排队(颐和园网购要换票，队伍比临时售票还长;国家博物馆不用买票，那是黑压压的人头);2、20元租了电子导游，讲解详细生动，游程自由悠闲，一个故宫整整走了一天，把讲解器背后注明的宫殿逛了个遍；3、宫殿雄伟壮丽，震撼人心。4、珍宝馆的陈设品奢华美丽，大开眼界。[愉快]游完之后，女儿对明清历史产生了浓厚的兴趣，决定回家买书看。,5
2017-08-18,到北京不来故宫，绝对是最大的缺憾。建议选下午场，人相对少些！电子购票也省略排队之苦。若是在黄昏时分，看一抹残阳的余晖徐徐落下，更是一种唯美，有一种穿越梦回之感！,5
2017-08-16,故宫还是很值得去的，会有很多惊喜，但是值得注意的一点是必须提前一天在网上买票，官网上或者美团，不然每天限八万人到那了根本就没有票了，票贩子炒到两百一张，网上也可以买学生票，凭身份证进去，很方便的！咱们大携程就不卖故宫票，不知道是不是级别没到！故宫地方很大至少要逛几个小时！,5
2017-08-13,一定要先预约门票，避免了排队的等待，好巧的是只约到了下午，下午就开始停雨了。门口有2元钱到门口的观光车，很方便。故宫的景色就不叙述了，这是北京必去的一个地方，只是4:30就关门了。走了两个小时，只逛完了中轴线。,5
2017-06-20,故宫，旧称紫禁城，位于北京中轴线的中心，是明清两个朝代二十四位皇帝的皇宫。是无与伦比的古代建筑杰作，也是世界现存最大、最完整的古建筑群，有“世界五大宫之首”（世界五大宫分别为：北京故宫、法国凡尔赛宫、英国白金汉宫、美国白宫、俄罗斯克里姆林宫）之称。,5
2017-05-31,在携程网上预订的故宫门票，直接刷身份证就可以进，方便快捷。端午节去的，故宫中轴线上游人很多，有很多团队，两侧的其他宫殿则人不多。故宫气势宏伟，磅礴大气，红色与黄色交相辉映，拍出照片来也十分漂亮。如果天气晴朗，去故宫记得注意防晒，因为里面阴凉很少。很多背阴的墙根儿处都设了很多游人可以用的座位。还看到一只小猫咪。萌！,4
2017-05-28,故宫各种人，外国人也多，学生也多，参观人也多，大部分殿都只能在外面看[大哭][大哭][大哭][大哭]ps北京故宫虽然大但要是比的话兔兔还是更喜欢沈阳故宫[愉快][愉快][愉快]总结下看了所有宫也好王府也好所有景观，要是比的话故宫的优势就是一个字大啊，要是想要逛一逛了解下历史还是可以一看的，不能进去只能在外面拍拍照片，看到的就是人潮人海啊☺️☺️☺️☺️os最喜欢的是里面的汉白玉石，摸着真凉快啊,3
